cod_i;cod_m;muni;esta;ano_;prest;servç;natur;G06A _ População urbana residente do(s) município(s) com abastecimento de água;G06B _ População urbana residente do(s) município(s) com esgotamento sanitário;G12A _ População total residente do(s) município(s) com abastecimento de água, segundo o IBGE;G12B _ População total residente do(s) município(s) com esgotamento sanitário, segundo o IBGE;POP_TOT _ População total do município (Fonte: IBGE):;POP_URB _ População urbana do município (Fonte: IBGE);AG001 _ População total atendida com abastecimento de água;AG026 _ População urbana atendida com abastecimento de água;ES001 _ População total atendida com esgotamento sanitário;ES026 _ População urbana atendida com esgotamento sanitário;IN015_AE _ Índice de coleta de esgoto;IN016_AE _ Índice de tratamento de esgoto;IN023_AE _ Índice de atendimento urbano de água;IN024_AE _ Índice de atendimento urbano de esgoto referido aos municípios atendidos com água;IN046_AE _ Índice de esgoto tratado referido à água consumida;IN047_AE _ Índice de atendimento urbano de esgoto referido aos municípios atendidos com esgoto;IN055_AE _ Índice de atendimento total de água;IN056_AE _ Índice de atendimento total de esgoto referido aos municípios atendidos com água
3533809;353380;Óleo;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35338040] Prefeitura Municipal de Óleo - PMO;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.65;1.65;2.50;2.50;2.50;1.65;2.26;1.65;1.93;1.65;96,17;100,00;100,00;100,00;96,17;100,00;90,42;77,48
3533908;353390;Olímpia;SP;2019;[35339011] Superintendência de Água e Esgoto e Meio Ambiente de Olímpia - DAEMO | [35339040] Secretaria de Obras, Engenharia e Infraestrutura da Estância Turística de Olímpia - SOEIETO;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;51.73;51.73;54.77;54.77;54.77;51.73;51.73;51.73;51.73;51.73;73,51;30,00;100,00;100,00;22,05;100,00;94,44;94,44
3534005;353400;Onda Verde;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35340040] PREFEITURA MUNICIPAL DE ONDA VERDE - PMOV;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;3.43;3.43;4.38;4.38;4.38;3.43;4.38;3.43;4.33;3.43;90,36;100,00;100,00;100,00;90,36;100,00;100,00;98,93
3534104;353410;Oriente;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35341040] Prefeitura Municipal de Oriente - PMORI;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;6.09;6.09;6.52;6.52;6.52;6.09;6.22;6.09;6.19;6.09;100,00;100,00;100,00;100,00;100,00;100,00;95,43;94,93
3534203;353420;Orindiúva;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35342040] Prefeitura Municipal de Orindiuva - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;6.50;6.50;7.07;7.07;7.07;6.50;6.09;6.09;6.08;6.08;88,43;100,00;93,60;93,48;88,43;93,48;86,16;86,03
3534302;353430;Orlândia;SP;2019;[35343011] Prefeitura Municipal de Orlândia - PMO | [35343040] Secretaria Muncipal de Infra Estrutura - SMIE;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;42.89;42.89;44.03;44.03;44.03;42.89;43.76;42.89;43.33;42.89;100,00;0,00;100,00;100,00;0,00;100,00;99,39;98,41
3534401;353440;Osasco;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35344040] Prefeitura Municipal de Osasco - PMO;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;698.42;698.42;698.42;698.42;698.42;698.42;698.42;698.42;687.95;687.95;60,48;55,77;100,00;98,50;33,73;98,50;100,00;98,50
3534500;353450;Oscar Bressane;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35345040] Prefeitura Municipal - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.15;2.15;2.60;2.60;2.60;2.15;2.28;2.15;2.25;2.15;100,00;100,00;100,00;100,00;100,00;100,00;87,59;86,36
3534609;353460;Osvaldo Cruz;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35346040] Prefeitura Municipal de Osvaldo Cruz - PMOC;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;29.55;29.55;32.88;32.88;32.88;29.55;31.67;29.55;31.45;29.55;100,00;100,00;100,00;100,00;100,00;100,00;96,32;95,65
3534708;353470;Ourinhos;SP;2019;[35347011] Superintendência de Água e Esgoto de Ourinhos - SAE | [35347040] Superintendência de Água e Esgoto de Ourinhos - SAE;Água e Esgoto | Res. Sólidos;Autarquia | Autarquia;110.61;110.61;113.54;113.54;113.54;110.61;110.61;110.61;109.56;109.56;77,89;84,25;100,00;99,05;65,62;99,05;97,42;96,49
3534757;353475;Ouroeste;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35347540] Prefeitura de Ouroeste - PMO;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;9.30;9.30;10.36;10.36;10.36;9.30;10.36;9.30;10.25;9.30;100,00;100,00;100,00;100,00;100,00;100,00;100,00;98,95
3534807;353480;Ouro Verde;SP;2019;[35348011] Prefeitura Municipal de Ouro Verde - PMOV | [35348040] Prefeitura Municipal de Ouro Verde - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;7.88;7.88;8.56;8.56;8.56;7.88;7.88;7.88;7.88;7.88;71,94;100,00;100,00;100,00;71,94;100,00;92,00;92,00
3534906;353490;Pacaembu;SP;2019;;;;0.00;0.00;0.00;0.00;14.20;10.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
3535002;353500;Palestina;SP;2019;[35350011] Empresa de Saneamento de Palestina - ESAP | [35350040] PREFEITURA MUNICIPAL DE PALESTINA - PMP;Água e Esgoto | Res. Sólidos;Empresa privada | Administração pública direta;10.77;10.77;12.96;12.96;12.96;10.77;10.54;10.54;10.01;10.01;87,08;93,70;97,80;92,95;81,59;92,95;81,35;77,28
3535101;353510;Palmares Paulista;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35351040] Prefeitura Municipal de Palmares Paulista - P.M;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;12.89;12.89;13.28;13.28;13.28;12.89;11.10;11.10;11.00;11.00;99,65;100,00;86,10;85,35;99,65;85,35;83,63;82,89
3535200;353520;Palmeira D'oeste;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35352040] Prefeitura Municipal de Palmeira d'' Oeste - PMPO;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Empresa pública;7.04;7.04;9.28;9.28;9.28;7.04;8.59;7.04;8.17;7.04;99,51;100,00;100,00;100,00;99,51;100,00;92,55;87,97
3535309;353530;Palmital;SP;2019;[35353011] Serviço Autônomo de Água e Esgoto - SAAE | [35353040] PREFEITURA MUNICIPAL DE PALMITAL - PMP;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;20.38;20.38;22.22;22.22;22.22;20.38;20.33;20.33;20.33;20.33;73,47;100,00;99,80;99,76;73,47;99,76;91,48;91,48
3535408;353540;Panorama;SP;2019;[35354011] Prefeitura Municipal de Panorama - PMP | [35354040] Prefeitura Municipal de Panorama - PMP;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;15.33;15.33;15.78;15.78;15.78;15.33;15.11;15.01;14.86;14.86;53,49;100,00;97,90;96,95;53,49;96,95;95,75;94,19
3535507;353550;Paraguaçu Paulista;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35355040] PREFEITURA DO MUNICIPIO DE PARAGUAÇU PAULISTA - PMPP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;41.42;41.42;45.70;45.70;45.70;41.42;43.01;41.42;42.70;41.42;100,00;100,00;100,00;100,00;100,00;100,00;94,12;93,42
3535606;353560;Paraibuna;SP;2019;[35356012] Companhia de Águas e Esgotos de Paraibuna - CAEPA | [35356040] PREFEITURA MUNICIPAL DE PARAIBUNA - PMP;Água e Esgoto | Res. Sólidos;Empresa privada | Administração pública direta;5.49;5.49;18.22;18.22;18.22;5.49;13.39;5.49;7.82;5.49;72,65;0,00;100,00;100,00;0,00;100,00;73,48;42,89
3535705;353570;Paraíso;SP;2019;[35357040] Prefeitura Municipal de Paraíso - PM;Res. Sólidos;Administração pública direta;0.00;0.00;0.00;0.00;6.45;5.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
3535804;353580;Paranapanema;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;16.42;16.42;20.20;20.20;20.20;16.42;14.62;14.62;12.55;12.55;86,21;100,00;89,10;76,42;86,21;76,42;72,41;62,12
3535903;353590;Paranapuã;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35359040] PREFEITURA MUNICIPAL DE PARANAPUÃ - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;3.63;3.63;4.08;4.08;4.08;3.63;4.08;3.63;4.05;3.63;100,00;100,00;100,00;100,00;100,00;100,00;100,00;99,26
3536000;353600;Parapuã;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35360040] Departamento Municipal de Meio Ambiente - DMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;8.99;8.99;10.96;10.96;10.96;8.99;10.28;8.99;10.17;8.99;100,00;100,00;100,00;100,00;100,00;100,00;93,80;92,76
3536109;353610;Pardinho;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35361040] Diretoria de Meio Ambiente - DMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;5.06;5.06;6.44;6.44;6.44;5.06;4.91;4.91;4.09;4.09;85,14;100,00;97,00;80,89;85,14;80,89;76,27;63,61
3536208;353620;Pariquera-Açu;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35362040] Prefeitura Municipal de Pariquera-Açu - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;13.49;13.49;19.65;19.65;19.65;13.49;14.58;13.49;12.61;12.61;91,79;100,00;100,00;93,49;91,79;93,49;74,20;64,17
3536257;353625;Parisi;SP;2019;[35362511] Prefeitura Municipal de Parisi - PMP | [35362540] Prefeitura do Município de Parisi - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;1.75;1.75;2.16;2.16;2.16;1.75;1.75;1.75;1.75;1.75;80,00;100,00;100,00;100,00;80,00;100,00;80,84;80,84
3536307;353630;Patrocínio Paulista;SP;2019;[35363011] Prefeitura Municipal de Patrocínio Paulista - PMPP | [35363040] PREFEITURA MUNICIPAL DE PATROCÍNIO PAULISTA - PMPP;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;11.85;11.85;14.67;14.67;14.67;11.85;14.67;11.85;14.67;11.85;90,53;100,00;100,00;100,00;90,53;100,00;100,00;100,00
3536406;353640;Paulicéia;SP;2019;[35364011] Prefeitura Municipal de Paulicéia - DAEP | [35364040] Prefeitura Municipal Paulicéia - PMP;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;6.12;6.12;7.37;7.37;7.37;6.12;7.27;6.05;3.63;3.63;41,36;52,59;98,70;59,23;21,75;59,23;98,75;49,25
3536505;353650;Paulínia;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35365040] Prefeitura Municipal de Paulínia - PMP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;109.32;109.32;109.42;109.42;109.42;109.32;109.42;109.32;109.32;109.32;81,37;100,00;100,00;100,00;81,37;100,00;100,00;99,91
3536570;353657;Paulistânia;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35365740] Município de Paulistânia - MP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.25;1.25;1.83;1.83;1.83;1.25;1.50;1.25;1.50;1.25;98,42;100,00;100,00;100,00;98,42;100,00;82,05;81,56
3536604;353660;Paulo De Faria;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35366040] PREFEITURA MUNICIPAL DE PAULO DE FARIA - SP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;8.07;8.07;8.95;8.95;8.95;8.07;7.93;7.93;7.83;7.83;90,34;100,00;98,30;96,95;90,34;96,95;88,68;87,48
3536703;353670;Pederneiras;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35367040] Prefeitura Municipal de Pederneiras - PMP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Empresa pública;43.42;43.42;46.69;46.69;46.69;43.42;46.55;43.42;45.16;43.42;94,75;100,00;100,00;100,00;94,75;100,00;99,70;96,73
3536802;353680;Pedra Bela;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35368040] Prefeitura Municipal de Pedra Bela - PMPB;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.52;1.52;6.09;6.09;6.09;1.52;1.63;1.52;1.31;1.31;62,93;0,00;100,00;85,97;0,00;85,97;26,82;21,42
3536901;353690;Pedranópolis;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35369040] PREFEITURA MUNICIPAL DE PEDRANÓPOLIS - SÃO PAULO;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.55;1.55;2.49;2.49;2.49;1.55;1.96;1.55;1.70;1.55;94,85;100,00;100,00;100,00;94,85;100,00;78,51;68,24
3537008;353700;Pedregulho;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;12.35;12.35;16.74;16.74;16.74;12.35;13.17;12.35;12.73;12.35;93,49;100,00;100,00;100,00;93,49;100,00;78,63;76,05
3537107;353710;Pedreira;SP;2019;[35371011] Serviço Autônomo de Água e Esgoto - SAAE | [35371040] Prefeitura Municipal de Pedreira - PMP;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;47.52;47.52;47.92;47.92;47.92;47.52;47.04;47.04;46.80;46.80;61,01;78,18;99,00;98,50;47,70;98,50;98,17;97,67
3537156;353715;Pedrinhas Paulista;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35371540] Prefeitura Municipal de Pedrinhas Paulista - PMPP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.61;2.61;3.09;3.09;3.09;2.61;2.80;2.61;2.77;2.61;100,00;100,00;100,00;100,00;100,00;100,00;90,56;89,49
3537206;353720;Pedro De Toledo;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;7.81;7.81;11.33;11.33;11.33;7.81;6.86;6.86;4.12;4.12;63,29;100,00;87,80;52,77;63,29;52,77;60,51;36,37
3537305;353730;Penápolis;SP;2019;[35373011] Departamento Autônomo de Água e Esgoto de Penápolis - DAEP | [35373040] Departamento de Água e Esgoto de Penápolis - DAEP;Água e Esgoto | Res. Sólidos;Autarquia | Autarquia;60.56;60.56;63.41;63.41;63.41;60.56;60.56;60.56;60.56;60.56;80,00;100,00;100,00;100,00;80,00;100,00;95,51;95,51
3537404;353740;Pereira Barreto;SP;2019;[35374011] Serviço Autônomo de Água e Esgoto - SAAE | [35374040] Prefeitura Municipal - PM;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;23.89;23.89;25.67;25.67;25.67;23.89;23.89;23.89;23.89;23.89;100,00;97,88;100,00;100,00;99,99;100,00;93,08;93,08
3537503;353750;Pereiras;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35375040] Prefeitura Municipal de Pereiras - PMP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Empresa pública;5.79;5.79;8.67;8.67;8.67;5.79;6.84;5.79;6.23;5.79;100,00;100,00;100,00;100,00;100,00;100,00;78,96;71,89
3537602;353760;Peruíbe;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;67.52;67.52;68.28;68.28;68.28;67.52;66.69;66.69;52.55;52.55;89,73;100,00;98,80;77,82;89,73;77,82;97,66;76,96
3537701;353770;Piacatu;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35377040] Prefeitura Municipal de Piacatu - PMP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;5.27;5.27;5.98;5.98;5.98;5.27;5.71;5.27;5.64;5.27;98,69;100,00;100,00;100,00;98,69;100,00;95,40;94,31
3537800;353780;Piedade;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35378040] Prefeitura Municipal de Piedade - PMP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;25.22;25.22;55.35;55.35;55.35;25.22;31.07;25.22;19.11;19.11;62,53;98,79;100,00;75,77;61,77;75,77;56,13;34,53
3537909;353790;Pilar Do Sul;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35379040] Secretaria de Desenvolvimento Rural e Meio Ambiente - SEDRUMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;22.93;22.93;29.19;29.19;29.19;22.93;26.31;22.93;18.34;18.34;72,26;100,00;100,00;79,97;72,26;79,97;90,14;62,84
3538006;353800;Pindamonhangaba;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35380040] Município de Pindamonhangaba - PMP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;162.27;162.27;168.33;168.33;168.33;162.27;168.33;162.27;166.57;162.27;93,30;100,00;100,00;100,00;93,30;100,00;100,00;98,96
3538105;353810;Pindorama;SP;2019;[35381011] Prefeitura Municipal de Pindorama - PMP | [35381040] Prefeitura Municipal de Pindorama - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;16.14;16.14;17.05;17.05;17.05;16.14;16.14;16.14;16.14;16.14;96,83;100,00;100,00;100,00;96,83;100,00;94,66;94,66
3538204;353820;Pinhalzinho;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35382040] PREFEITURA MUNICIPAL DE PINHALZINHO - PMP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;7.49;7.49;15.21;15.21;15.21;7.49;8.68;7.49;7.06;7.06;63,57;99,62;100,00;94,25;63,32;94,25;57,05;46,42
3538303;353830;Piquerobi;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;2.79;2.79;3.69;3.69;3.69;2.79;2.92;2.79;2.83;2.79;100,00;100,00;100,00;100,00;100,00;100,00;79,09;76,63
3538501;353850;Piquete;SP;2019;[35385011] ÁGUAS PIQUETE S.A. - AP | [35385040] Prefeitura Municipal de Piquete - PMP;Água e Esgoto | Res. Sólidos;Empresa privada | Administração pública direta;12.79;12.79;13.66;13.66;13.66;12.79;12.79;12.79;10.72;10.72;85,92;0,00;100,00;83,81;0,00;83,81;93,66;78,49
3538600;353860;Piracaia;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35386040] Município de Piracaia - PMP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;27.30;27.30;27.30;27.30;27.30;27.30;18.62;18.62;13.88;13.88;57,81;99,45;68,20;50,84;57,50;50,84;68,20;50,84
3538709;353870;Piracicaba;SP;2019;[35387011] Serviço Municipal de Água e Esgoto - SEMAE | [35387040] Secretaria de Defesa do Meio Ambiente - SEDEMA;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;395.46;395.46;404.14;404.14;404.14;395.46;404.14;395.46;404.14;395.46;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00
3538808;353880;Piraju;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35388040] Prefeitura Municipal de Piraju - PMP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;26.80;26.80;29.81;29.81;29.81;26.80;29.14;26.80;28.61;26.80;100,00;95,86;100,00;100,00;95,86;100,00;97,77;95,99
3538907;353890;Pirajuí;SP;2019;[35389011] Serviço Autônomo de Água e Esgoto - SAAE | [35389040] Prefeitura Municipal de Pirajuí - PMP;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;20.77;20.77;25.49;25.49;25.49;20.77;25.49;20.77;22.08;20.47;91,56;34,10;100,00;98,54;31,22;98,54;100,00;86,60
